index,Time,Location,Temperature,Brightness
1653,9,1,-0.481366327,0
1654,10,1,-0.238104224,0
1655,11,1,0.021384289,0.021384289
1656,12,1,0.279415498,0.279415498
1657,13,1,0.518405003,0.518405003
1658,14,1,0.722066063,0.722066063
1659,15,1,0.876519514,0.876519514
1660,16,1,0.971239609,0.971239609
1661,17,1,0.99977133,0.99977133
1662,18,1,0.960170287,0.960170287
1663,19,1,0.855135225,0.855135225
1664,20,1,0.691824111,0.691824111
1665,21,1,0.481366327,0.481366327
1666,22,1,0.238104224,0.238104224
1667,23,1,-0.021384289,0
1668,0,1,-0.279415498,0
1669,1,1,-0.518405003,0
1670,2,1,-0.722066063,0
1671,3,1,-0.876519514,0
1672,4,1,-0.971239609,0
1673,5,1,-0.99977133,0
1674,6,1,-0.960170287,0
1675,7,1,-0.855135225,0
1676,8,1,-0.691824111,0
1677,9,1,-0.481366327,0
1678,10,1,-0.238104224,0
1679,11,1,0.021384289,0.021384289
1680,12,1,0.279415498,0.279415498
1681,13,1,0.518405003,0.518405003
1682,14,1,0.722066063,0.722066063
1683,15,1,0.876519514,0.876519514
1684,16,1,0.971239609,0.971239609
1685,17,1,0.99977133,0.99977133
1686,18,1,0.960170287,0.960170287
1687,19,1,0.855135225,0.855135225
1688,20,1,0.691824111,0.691824111
1689,21,1,0.481366327,0.481366327
1690,22,1,0.238104224,0.238104224
1691,23,1,-0.021384289,0
1692,0,1,-0.279415498,0
1693,1,1,-0.518405003,0
1694,2,1,-0.722066063,0
1695,3,1,-0.876519514,0
1696,4,1,-0.971239609,0
1697,5,1,-0.99977133,0
1698,6,1,-0.960170287,0
1699,7,1,-0.855135225,0
1700,8,1,-0.691824111,0
1701,9,1,-0.481366327,0
1702,10,1,-0.238104224,0
1703,11,1,0.021384289,0.021384289
1704,12,1,0.279415498,0.279415498
1705,13,1,0.518405003,0.518405003
1706,14,1,0.722066063,0.722066063
1707,15,1,0.876519514,0.876519514
1708,16,1,0.971239609,0.971239609
1709,17,1,0.99977133,0.99977133
1710,18,1,0.960170287,0.960170287
1711,19,1,0.855135225,0.855135225
1712,20,1,0.691824111,0.691824111
1713,21,1,0.481366327,0.481366327
1714,22,1,0.238104224,0.238104224
1715,23,1,-0.021384289,0
1716,0,1,-0.279415498,0
1717,1,1,-0.518405003,0
1718,2,1,-0.722066063,0
1719,3,1,-0.876519514,0
1720,4,1,-0.971239609,0
1721,5,1,-0.99977133,0
1722,6,1,-0.960170287,0
1723,7,1,-0.855135225,0
1724,8,1,-0.691824111,0
1725,9,1,-0.481366327,0
1726,10,1,-0.238104224,0
1727,11,1,0.021384289,0.021384289
1728,12,1,0.279415498,0.279415498
1729,13,1,0.518405003,0.518405003
1730,14,1,0.722066063,0.722066063
1731,15,1,0.876519514,0.876519514
1732,16,1,0.971239609,0.971239609
1733,17,1,0.99977133,0.99977133
1734,18,1,0.960170287,0.960170287
1735,19,1,0.855135225,0.855135225
1736,20,1,0.691824111,0.691824111
1737,21,1,0.481366327,0.481366327
1738,22,1,0.238104224,0.238104224
1739,23,1,-0.021384289,0
1740,0,1,-0.279415498,0
1741,1,1,-0.518405003,0
1742,2,1,-0.722066063,0
1743,3,1,-0.876519514,0
1744,4,1,-0.971239609,0
1745,5,1,-0.99977133,0
1746,6,1,-0.960170287,0
1747,7,1,-0.855135225,0
1748,8,1,-0.691824111,0
1749,9,1,-0.481366327,0
1750,10,1,-0.238104224,0
1751,11,1,0.021384289,0.021384289
1752,12,1,0.279415498,0.279415498
1753,13,1,0.518405003,0.518405003
1754,14,1,0.722066063,0.722066063
1755,15,1,0.876519514,0.876519514
1756,16,1,0.971239609,0.971239609
1757,17,1,0.99977133,0.99977133
1758,18,1,0.960170287,0.960170287
1759,19,1,0.855135225,0.855135225
1760,20,1,0.691824111,0.691824111
1761,21,1,0.481366327,0.481366327
1762,22,1,0.238104224,0.238104224
1763,23,1,-0.021384289,0
1764,0,1,-0.279415498,0
1765,1,1,-0.518405003,0
1766,2,1,-0.722066063,0
1767,3,1,-0.876519514,0
1768,4,1,-0.971239609,0
1769,5,1,-0.99977133,0
1770,6,1,-0.960170287,0
1771,7,1,-0.855135225,0
1772,8,1,-0.691824111,0
1773,9,1,-0.481366327,0
1774,10,1,-0.238104224,0
1775,11,1,0.021384289,0.021384289
1776,12,1,0.279415498,0.279415498
1777,13,1,0.518405003,0.518405003
1778,14,1,0.722066063,0.722066063
1779,15,1,0.876519514,0.876519514
1780,16,1,0.971239609,0.971239609
1781,17,1,0.99977133,0.99977133
1782,18,1,0.960170287,0.960170287
1783,19,1,0.855135225,0.855135225
1784,20,1,0.691824111,0.691824111
1785,21,1,0.481366327,0.481366327
1786,22,1,0.238104224,0.238104224
1787,23,1,-0.021384289,0
1788,0,1,-0.279415498,0
1789,1,1,-0.518405003,0
1790,2,1,-0.722066063,0
1791,3,1,-0.876519514,0
1792,4,1,-0.971239609,0
1793,5,1,-0.99977133,0
1794,6,1,-0.960170287,0
1795,7,1,-0.855135225,0
1796,8,1,-0.691824111,0
1797,9,1,-0.481366327,0
1798,10,1,-0.238104224,0
1799,11,1,0.021384289,0.021384289
1800,12,1,0.279415498,0.279415498
1801,13,1,0.518405003,0.518405003
1802,14,1,0.722066063,0.722066063
1803,15,1,0.876519514,0.876519514
1804,16,1,0.971239609,0.971239609
1805,17,1,0.99977133,0.99977133
1806,18,1,0.960170287,0.960170287
1807,19,1,0.855135225,0.855135225
1808,20,1,0.691824111,0.691824111
1809,21,1,0.481366327,0.481366327
1810,22,1,0.238104224,0.238104224
1811,23,1,-0.021384289,0
1812,0,1,-0.279415498,0
1813,1,1,-0.518405003,0
1814,2,1,-0.722066063,0
1815,3,1,-0.876519514,0
1816,4,1,-0.971239609,0
1817,5,1,-0.99977133,0
1818,6,1,-0.960170287,0
1819,7,1,-0.855135225,0
1820,8,1,-0.691824111,0
1821,9,1,-0.481366327,0
1822,10,1,-0.238104224,0
1823,11,1,0.021384289,0.021384289
1824,12,1,0.279415498,0.279415498
1825,13,1,0.518405003,0.518405003
1826,14,1,0.722066063,0.722066063
1827,15,1,0.876519514,0.876519514
1828,16,1,0.971239609,0.971239609
1829,17,1,0.99977133,0.99977133
1830,18,1,0.960170287,0.960170287
1831,19,1,0.855135225,0.855135225
1832,20,1,0.691824111,0.691824111
1833,21,1,0.481366327,0.481366327
1834,22,1,0.238104224,0.238104224
1835,23,1,-0.021384289,0
1836,0,1,-0.279415498,0
1837,1,1,-0.518405003,0
1838,2,1,-0.722066063,0
1839,3,1,-0.876519514,0
1840,4,1,-0.971239609,0
1841,5,1,-0.99977133,0
1842,6,1,-0.960170287,0
1843,7,1,-0.855135225,0
1844,8,1,-0.691824111,0
1845,9,1,-0.481366327,0
1846,10,1,-0.238104224,0
1847,11,1,0.021384289,0.021384289
1848,12,1,0.279415498,0.279415498
1849,13,1,0.518405003,0.518405003
1850,14,1,0.722066063,0.722066063
1851,15,1,0.876519514,0.876519514
1852,16,1,0.971239609,0.971239609
1853,17,1,0.99977133,0.99977133
1854,18,1,0.960170287,0.960170287
1855,19,1,0.855135225,0.855135225
1856,20,1,0.691824111,0.691824111
1857,21,1,0.481366327,0.481366327
1858,22,1,0.238104224,0.238104224
1859,23,1,-0.021384289,0
1860,0,1,-0.279415498,0
1861,1,1,-0.518405003,0
1862,2,1,-0.722066063,0
1863,3,1,-0.876519514,0
1864,4,1,-0.971239609,0
1865,5,1,-0.99977133,0
1866,6,1,-0.960170287,0
1867,7,1,-0.855135225,0
1868,8,1,-0.691824111,0
1869,9,1,-0.481366327,0
1870,10,1,-0.238104224,0
1871,11,1,0.021384289,0.021384289
1872,12,1,0.279415498,0.279415498
1873,13,1,0.518405003,0.518405003
1874,14,1,0.722066063,0.722066063
1875,15,1,0.876519514,0.876519514
1876,16,1,0.971239609,0.971239609
1877,17,1,0.99977133,0.99977133
1878,18,1,0.960170287,0.960170287
1879,19,1,0.855135225,0.855135225
1880,20,1,0.691824111,0.691824111
1881,21,1,0.481366327,0.481366327
1882,22,1,0.238104224,0.238104224
1883,23,1,-0.021384289,0
1884,0,1,-0.279415498,0
1885,1,1,-0.518405003,0
1886,2,1,-0.722066063,0
1887,3,1,-0.876519514,0
1888,4,1,-0.971239609,0
1889,5,1,-0.99977133,0
1890,6,1,-0.960170287,0
1891,7,1,-0.855135225,0
1892,8,1,-0.691824111,0
1893,9,1,-0.481366327,0
1894,10,1,-0.238104224,0
1895,11,1,0.021384289,0.021384289
1896,12,1,0.279415498,0.279415498
1897,13,1,0.518405003,0.518405003
1898,14,1,0.722066063,0.722066063
1899,15,1,0.876519514,0.876519514
1900,16,1,0.971239609,0.971239609
1901,17,1,0.99977133,0.99977133
1902,18,1,0.960170287,0.960170287
1903,19,1,0.855135225,0.855135225
1904,20,1,0.691824111,0.691824111
1905,21,1,0.481366327,0.481366327
1906,22,1,0.238104224,0.238104224
1907,23,1,-0.021384289,0
1908,0,1,-0.279415498,0
1909,1,1,-0.518405003,0
1910,2,1,-0.722066063,0
1911,3,1,-0.876519514,0
1912,4,1,-0.971239609,0
1913,5,1,-0.99977133,0
1914,6,1,-0.960170287,0
1915,7,1,-0.855135225,0
1916,8,1,-0.691824111,0
1917,9,1,-0.481366327,0
1918,10,1,-0.238104224,0
1919,11,1,0.021384289,0.021384289
1920,12,1,0.279415498,0.279415498
1921,13,1,0.518405003,0.518405003
1922,14,1,0.722066063,0.722066063
1923,15,1,0.876519514,0.876519514
1924,16,1,0.971239609,0.971239609
1925,17,1,0.99977133,0.99977133
1926,18,1,0.960170287,0.960170287
1927,19,1,0.855135225,0.855135225
1928,20,1,0.691824111,0.691824111
1929,21,1,0.481366327,0.481366327
1930,22,1,0.238104224,0.238104224
1931,23,1,-0.021384289,0
1932,0,1,-0.279415498,0
1933,1,1,-0.518405003,0
1934,2,1,-0.722066063,0
1935,3,1,-0.876519514,0
1936,4,1,-0.971239609,0
1937,5,1,-0.99977133,0
1938,6,1,-0.960170287,0
1939,7,1,-0.855135225,0
1940,8,1,-0.691824111,0
1941,9,1,-0.481366327,0
1942,10,1,-0.238104224,0
1943,11,1,0.021384289,0.021384289
1944,12,1,0.279415498,0.279415498
1945,13,1,0.518405003,0.518405003
1946,14,1,0.722066063,0.722066063
1947,15,1,0.876519514,0.876519514
1948,16,1,0.971239609,0.971239609
1949,17,1,0.99977133,0.99977133
1950,18,1,0.960170287,0.960170287
1951,19,1,0.855135225,0.855135225
1952,20,1,0.691824111,0.691824111
1953,21,1,0.481366327,0.481366327
1954,22,1,0.238104224,0.238104224
1955,23,1,-0.021384289,0
1956,0,1,-0.279415498,0
1957,1,1,-0.518405003,0
1958,2,1,-0.722066063,0
1959,3,1,-0.876519514,0
1960,4,1,-0.971239609,0
1961,5,1,-0.99977133,0
1962,6,1,-0.960170287,0
1963,7,1,-0.855135225,0
1964,8,1,-0.691824111,0
1965,9,1,-0.481366327,0
1966,10,1,-0.238104224,0
1967,11,1,0.021384289,0.021384289
1968,12,1,0.279415498,0.279415498
1969,13,1,0.518405003,0.518405003
1970,14,1,0.722066063,0.722066063
1971,15,1,0.876519514,0.876519514
1972,16,1,0.971239609,0.971239609
1973,17,1,0.99977133,0.99977133
1974,18,1,0.960170287,0.960170287
1975,19,1,0.855135225,0.855135225
1976,20,1,0.691824111,0.691824111
1977,21,1,0.481366327,0.481366327
1978,22,1,0.238104224,0.238104224
1979,23,1,-0.021384289,0
1980,0,1,-0.279415498,0
1981,1,1,-0.518405003,0
1982,2,1,-0.722066063,0
1983,3,1,-0.876519514,0
1984,4,1,-0.971239609,0
1985,5,1,-0.99977133,0
1986,6,1,-0.960170287,0
1987,7,1,-0.855135225,0
1988,8,1,-0.691824111,0
1989,9,1,-0.481366327,0
1990,10,1,-0.238104224,0
1991,11,1,0.021384289,0.021384289
1992,12,1,0.279415498,0.279415498
1993,13,1,0.518405003,0.518405003
1994,14,1,0.722066063,0.722066063
1995,15,1,0.876519514,0.876519514
1996,16,1,0.971239609,0.971239609
1997,17,1,0.99977133,0.99977133
1998,18,1,0.960170287,0.960170287
1999,19,1,0.855135225,0.855135225
2000,20,1,0.691824111,0.691824111
2001,21,1,0.481366327,0.481366327
2002,22,1,0.238104224,0.238104224
2003,23,1,-0.021384289,0
2004,0,1,-0.279415498,0
2005,1,1,-0.518405003,0
2006,2,1,-0.722066063,0
2007,3,1,-0.876519514,0
2008,4,1,-0.971239609,0
2009,5,1,-0.99977133,0
2010,6,1,-0.960170287,0
2011,7,1,-0.855135225,0
2012,8,1,-0.691824111,0
2013,9,1,-0.481366327,0
2014,10,1,-0.238104224,0
2015,11,1,0.021384289,0.021384289
2016,12,1,0.279415498,0.279415498
2017,13,1,0.518405003,0.518405003
2018,14,1,0.722066063,0.722066063
2019,15,1,0.876519514,0.876519514
2020,16,1,0.971239609,0.971239609
2021,17,1,0.99977133,0.99977133
2022,18,1,0.960170287,0.960170287
2023,19,1,0.855135225,0.855135225
2024,20,1,0.691824111,0.691824111
2025,21,1,0.481366327,0.481366327
2026,22,1,0.238104224,0.238104224
2027,23,1,-0.021384289,0
2028,0,1,-0.279415498,0
2029,1,1,-0.518405003,0
2030,2,1,-0.722066063,0
2031,3,1,-0.876519514,0
2032,4,1,-0.971239609,0
2033,5,1,-0.99977133,0
2034,6,1,-0.960170287,0
2035,7,1,-0.855135225,0
2036,8,1,-0.691824111,0
2037,9,1,-0.481366327,0
2038,10,1,-0.238104224,0
2039,11,1,0.021384289,0.021384289
2040,12,1,0.279415498,0.279415498
2041,13,1,0.518405003,0.518405003
2042,14,1,0.722066063,0.722066063
2043,15,1,0.876519514,0.876519514
2044,16,1,0.971239609,0.971239609
2045,17,1,0.99977133,0.99977133
2046,18,1,0.960170287,0.960170287
2047,19,1,0.855135225,0.855135225
2048,20,1,0.691824111,0.691824111
2049,21,1,0.481366327,0.481366327
2050,22,1,0.238104224,0.238104224
2051,23,1,-0.021384289,0
2052,0,1,-0.279415498,0
2053,1,1,-0.518405003,0
2054,2,1,-0.722066063,0
2055,3,1,-0.876519514,0
2056,4,1,-0.971239609,0
2057,5,1,-0.99977133,0
2058,6,1,-0.960170287,0
2059,7,1,-0.855135225,0
2060,8,1,-0.691824111,0
2061,9,1,-0.481366327,0
2062,10,1,-0.238104224,0
2063,11,1,0.021384289,0.021384289
2064,12,1,0.279415498,0.279415498
2065,13,1,0.518405003,0.518405003
2066,14,1,0.722066063,0.722066063
2067,15,1,0.876519514,0.876519514
2068,16,1,0.971239609,0.971239609
2069,17,1,0.99977133,0.99977133
2070,18,1,0.960170287,0.960170287
2071,19,1,0.855135225,0.855135225
2072,20,1,0.691824111,0.691824111
2073,21,1,0.481366327,0.481366327
2074,22,1,0.238104224,0.238104224
2075,23,1,-0.021384289,0
2076,0,1,-0.279415498,0
2077,1,1,-0.518405003,0
2078,2,1,-0.722066063,0
2079,3,1,-0.876519514,0
2080,4,1,-0.971239609,0
2081,5,1,-0.99977133,0
2082,6,1,-0.960170287,0
2083,7,1,-0.855135225,0
2084,8,1,-0.691824111,0
2085,9,1,-0.481366327,0
2086,10,1,-0.238104224,0
2087,11,1,0.021384289,0.021384289
2088,12,1,0.279415498,0.279415498
2089,13,1,0.518405003,0.518405003
2090,14,1,0.722066063,0.722066063
2091,15,1,0.876519514,0.876519514
2092,16,1,0.971239609,0.971239609
2093,17,1,0.99977133,0.99977133
2094,18,1,0.960170287,0.960170287
2095,19,1,0.855135225,0.855135225
2096,20,1,0.691824111,0.691824111
2097,21,1,0.481366327,0.481366327
2098,22,1,0.238104224,0.238104224
2099,23,1,-0.021384289,0
2100,0,1,-0.279415498,0
2101,1,1,-0.518405003,0
2102,2,1,-0.722066063,0
2103,3,1,-0.876519514,0
2104,4,1,-0.971239609,0
2105,5,1,-0.99977133,0
2106,6,1,-0.960170287,0
2107,7,1,-0.855135225,0
2108,8,1,-0.691824111,0
2109,9,1,-0.481366327,0
2110,10,1,-0.238104224,0
2111,11,1,0.021384289,0.021384289
2112,12,1,0.279415498,0.279415498
2113,13,1,0.518405003,0.518405003
2114,14,1,0.722066063,0.722066063
2115,15,1,0.876519514,0.876519514
2116,16,1,0.971239609,0.971239609
2117,17,1,0.99977133,0.99977133
2118,18,1,0.960170287,0.960170287
2119,19,1,0.855135225,0.855135225
2120,20,1,0.691824111,0.691824111
2121,21,1,0.481366327,0.481366327
2122,22,1,0.238104224,0.238104224
2123,23,1,-0.021384289,0
2124,0,1,-0.279415498,0
2125,1,1,-0.518405003,0
2126,2,1,-0.722066063,0
2127,3,1,-0.876519514,0
2128,4,1,-0.971239609,0
2129,5,1,-0.99977133,0
2130,6,1,-0.960170287,0
2131,7,1,-0.855135225,0
2132,8,1,-0.691824111,0
2133,9,1,-0.481366327,0
2134,10,1,-0.238104224,0
2135,11,1,0.021384289,0.021384289
2136,12,1,0.279415498,0.279415498
2137,13,1,0.518405003,0.518405003
2138,14,1,0.722066063,0.722066063
2139,15,1,0.876519514,0.876519514
2140,16,1,0.971239609,0.971239609
2141,17,1,0.99977133,0.99977133
2142,18,1,0.960170287,0.960170287
2143,19,1,0.855135225,0.855135225
2144,20,1,0.691824111,0.691824111
2145,21,1,0.481366327,0.481366327
2146,22,1,0.238104224,0.238104224
2147,23,1,-0.021384289,0
2148,0,1,-0.279415498,0
2149,1,1,-0.518405003,0
2150,2,1,-0.722066063,0
2151,3,1,-0.876519514,0
2152,4,1,-0.971239609,0
2153,5,1,-0.99977133,0
2154,6,1,-0.960170287,0
2155,7,1,-0.855135225,0
2156,8,1,-0.691824111,0
2157,9,1,-0.481366327,0
2158,10,1,-0.238104224,0
2159,11,1,0.021384289,0.021384289
2160,12,1,0.279415498,0.279415498
2161,13,1,0.518405003,0.518405003
2162,14,1,0.722066063,0.722066063
2163,15,1,0.876519514,0.876519514
2164,16,1,0.971239609,0.971239609
2165,17,1,0.99977133,0.99977133
2166,18,1,0.960170287,0.960170287
2167,19,1,0.855135225,0.855135225
2168,20,1,0.691824111,0.691824111
2169,21,1,0.481366327,0.481366327
2170,22,1,0.238104224,0.238104224
2171,23,1,-0.021384289,0
2172,0,1,-0.279415498,0
2173,1,1,-0.518405003,0
2174,2,1,-0.722066063,0
2175,3,1,-0.876519514,0
2176,4,1,-0.971239609,0
2177,5,1,-0.99977133,0
2178,6,1,-0.960170287,0
2179,7,1,-0.855135225,0
2180,8,1,-0.691824111,0
2181,9,1,-0.481366327,0
2182,10,1,-0.238104224,0
2183,11,1,0.021384289,0.021384289
2184,12,1,0.279415498,0.279415498
2185,13,1,0.518405003,0.518405003
2186,14,1,0.722066063,0.722066063
2187,15,1,0.876519514,0.876519514
2188,16,1,0.971239609,0.971239609
2189,17,1,0.99977133,0.99977133
2190,18,1,0.960170287,0.960170287
2191,19,1,0.855135225,0.855135225
2192,20,1,0.691824111,0.691824111
2193,21,1,0.481366327,0.481366327
2194,22,1,0.238104224,0.238104224
2195,23,1,-0.021384289,0
2196,0,1,-0.279415498,0
2197,1,1,-0.518405003,0
2198,2,1,-0.722066063,0
2199,3,1,-0.876519514,0
2200,4,1,-0.971239609,0
2201,5,1,-0.99977133,0
2202,6,1,-0.960170287,0
2203,7,1,-0.855135225,0
2204,8,1,-0.691824111,0
2205,9,1,-0.481366327,0
2206,10,1,-0.238104224,0
2207,11,1,0.021384289,0.021384289
2208,12,1,0.279415498,0.279415498
2209,13,1,0.518405003,0.518405003
2210,14,1,0.722066063,0.722066063
2211,15,1,0.876519514,0.876519514
2212,16,1,0.971239609,0.971239609
2213,17,1,0.99977133,0.99977133
2214,18,1,0.960170287,0.960170287
2215,19,1,0.855135225,0.855135225
2216,20,1,0.691824111,0.691824111
2217,21,1,0.481366327,0.481366327
2218,22,1,0.238104224,0.238104224
2219,23,1,-0.021384289,0
2220,0,1,-0.279415498,0
2221,1,1,-0.518405003,0
2222,2,1,-0.722066063,0
2223,3,1,-0.876519514,0
2224,4,1,-0.971239609,0
2225,5,1,-0.99977133,0
2226,6,1,-0.960170287,0
2227,7,1,-0.855135225,0
2228,8,1,-0.691824111,0
2229,9,1,-0.481366327,0
2230,10,1,-0.238104224,0
2231,11,1,0.021384289,0.021384289
2232,12,1,0.279415498,0.279415498
2233,13,1,0.518405003,0.518405003
2234,14,1,0.722066063,0.722066063
2235,15,1,0.876519514,0.876519514
2236,16,1,0.971239609,0.971239609
2237,17,1,0.99977133,0.99977133
2238,18,1,0.960170287,0.960170287
2239,19,1,0.855135225,0.855135225
2240,20,1,0.691824111,0.691824111
2241,21,1,0.481366327,0.481366327
2242,22,1,0.238104224,0.238104224
2243,23,1,-0.021384289,0
2244,0,1,-0.279415498,0
2245,1,1,-0.518405003,0
2246,2,1,-0.722066063,0
2247,3,1,-0.876519514,0
2248,4,1,-0.971239609,0
2249,5,1,-0.99977133,0
2250,6,1,-0.960170287,0
2251,7,1,-0.855135225,0
2252,8,1,-0.691824111,0
2253,9,1,-0.481366327,0
2254,10,1,-0.238104224,0
2255,11,1,0.021384289,0.021384289
2256,12,1,0.279415498,0.279415498
2257,13,1,0.518405003,0.518405003
2258,14,1,0.722066063,0.722066063
2259,15,1,0.876519514,0.876519514
2260,16,1,0.971239609,0.971239609
2261,17,1,0.99977133,0.99977133
2262,18,1,0.960170287,0.960170287
2263,19,1,0.855135225,0.855135225
2264,20,1,0.691824111,0.691824111
2265,21,1,0.481366327,0.481366327
2266,22,1,0.238104224,0.238104224
2267,23,1,-0.021384289,0
2268,0,1,-0.279415498,0
2269,1,1,-0.518405003,0
2270,2,1,-0.722066063,0
2271,3,1,-0.876519514,0
2272,4,1,-0.971239609,0
2273,5,1,-0.99977133,0
2274,6,1,-0.960170287,0
2275,7,1,-0.855135225,0
2276,8,1,-0.691824111,0
2277,9,1,-0.481366327,0
2278,10,1,-0.238104224,0
2279,11,1,0.021384289,0.021384289
2280,12,1,0.279415498,0.279415498
2281,13,1,0.518405003,0.518405003
2282,14,1,0.722066063,0.722066063
2283,15,1,0.876519514,0.876519514
2284,16,1,0.971239609,0.971239609
2285,17,1,0.99977133,0.99977133
2286,18,1,0.960170287,0.960170287
2287,19,1,0.855135225,0.855135225
2288,20,1,0.691824111,0.691824111
2289,21,1,0.481366327,0.481366327
2290,22,1,0.238104224,0.238104224
2291,23,1,-0.021384289,0
2292,0,1,-0.279415498,0
2293,1,1,-0.518405003,0
2294,2,1,-0.722066063,0
2295,3,1,-0.876519514,0
2296,4,1,-0.971239609,0
2297,5,1,-0.99977133,0
2298,6,1,-0.960170287,0
2299,7,1,-0.855135225,0
2300,8,1,-0.691824111,0
2301,9,1,-0.481366327,0
2302,10,1,-0.238104224,0
2303,11,1,0.021384289,0.021384289
2304,12,1,0.279415498,0.279415498
2305,13,1,0.518405003,0.518405003
2306,14,1,0.722066063,0.722066063
2307,15,1,0.876519514,0.876519514
2308,16,1,0.971239609,0.971239609
2309,17,1,0.99977133,0.99977133
2310,18,1,0.960170287,0.960170287
2311,19,1,0.855135225,0.855135225
2312,20,1,0.691824111,0.691824111
2313,21,1,0.481366327,0.481366327
2314,22,1,0.238104224,0.238104224
2315,23,1,-0.021384289,0
2316,0,1,-0.279415498,0
2317,1,1,-0.518405003,0
2318,2,1,-0.722066063,0
2319,3,1,-0.876519514,0
2320,4,1,-0.971239609,0
2321,5,1,-0.99977133,0
2322,6,1,-0.960170287,0
2323,7,1,-0.855135225,0
2324,8,1,-0.691824111,0
2325,9,1,-0.481366327,0
2326,10,1,-0.238104224,0
2327,11,1,0.021384289,0.021384289
2328,12,1,0.279415498,0.279415498
2329,13,1,0.518405003,0.518405003
2330,14,1,0.722066063,0.722066063
2331,15,1,0.876519514,0.876519514
2332,16,1,0.971239609,0.971239609
2333,17,1,0.99977133,0.99977133
2334,18,1,0.960170287,0.960170287
2335,19,1,0.855135225,0.855135225
2336,20,1,0.691824111,0.691824111
2337,21,1,0.481366327,0.481366327
2338,22,1,0.238104224,0.238104224
2339,23,1,-0.021384289,0
2340,0,1,-0.279415498,0
2341,1,1,-0.518405003,0
2342,2,1,-0.722066063,0
2343,3,1,-0.876519514,0
2344,4,1,-0.971239609,0
2345,5,1,-0.99977133,0
2346,6,1,-0.960170287,0
2347,7,1,-0.855135225,0
2348,8,1,-0.691824111,0
2349,9,1,-0.481366327,0
2350,10,1,-0.238104224,0
2351,11,1,0.021384289,0.021384289
2352,12,1,0.279415498,0.279415498
2353,13,1,0.518405003,0.518405003
2354,14,1,0.722066063,0.722066063
2355,15,1,0.876519514,0.876519514
2356,16,1,0.971239609,0.971239609
2357,17,1,0.99977133,0.99977133
2358,18,1,0.960170287,0.960170287
2359,19,1,0.855135225,0.855135225
2360,20,1,0.691824111,0.691824111
2361,21,1,0.481366327,0.481366327
2362,22,1,0.238104224,0.238104224
2363,23,1,-0.021384289,0
2364,0,1,-0.279415498,0
2365,1,1,-0.518405003,0
2366,2,1,-0.722066063,0
2367,3,1,-0.876519514,0
2368,4,1,-0.971239609,0
2369,5,1,-0.99977133,0
2370,6,1,-0.960170287,0
2371,7,1,-0.855135225,0
2372,8,1,-0.691824111,0
2373,9,1,-0.481366327,0
2374,10,1,-0.238104224,0
2375,11,1,0.021384289,0.021384289
2376,12,1,0.279415498,0.279415498
2377,13,1,0.518405003,0.518405003
2378,14,1,0.722066063,0.722066063
2379,15,1,0.876519514,0.876519514
2380,16,1,0.971239609,0.971239609
2381,17,1,0.99977133,0.99977133
2382,18,1,0.960170287,0.960170287
2383,19,1,0.855135225,0.855135225
2384,20,1,0.691824111,0.691824111
2385,21,1,0.481366327,0.481366327
2386,22,1,0.238104224,0.238104224
2387,23,1,-0.021384289,0
2388,0,1,-0.279415498,0
2389,1,1,-0.518405003,0
2390,2,1,-0.722066063,0
2391,3,1,-0.876519514,0
2392,4,1,-0.971239609,0
2393,5,1,-0.99977133,0
2394,6,1,-0.960170287,0
2395,7,1,-0.855135225,0
2396,8,1,-0.691824111,0
2397,9,1,-0.481366327,0
2398,10,1,-0.238104224,0
2399,11,1,0.021384289,0.021384289
2400,12,1,0.279415498,0.279415498
2401,13,1,0.518405003,0.518405003
2402,14,1,0.722066063,0.722066063
2403,15,1,0.876519514,0.876519514
2404,16,1,0.971239609,0.971239609
2405,17,1,0.99977133,0.99977133
2406,18,1,0.960170287,0.960170287
2407,19,1,0.855135225,0.855135225
2408,20,1,0.691824111,0.691824111
2409,21,1,0.481366327,0.481366327
2410,22,1,0.238104224,0.238104224
2411,23,1,-0.021384289,0
2412,0,1,-0.279415498,0
2413,1,1,-0.518405003,0
2414,2,1,-0.722066063,0
2415,3,1,-0.876519514,0
2416,4,1,-0.971239609,0
2417,5,1,-0.99977133,0
2418,6,1,-0.960170287,0
2419,7,1,-0.855135225,0
2420,8,1,-0.691824111,0
2421,9,1,-0.481366327,0
2422,10,1,-0.238104224,0
2423,11,1,0.021384289,0.021384289
2424,12,1,0.279415498,0.279415498
2425,13,1,0.518405003,0.518405003
2426,14,1,0.722066063,0.722066063
2427,15,1,0.876519514,0.876519514
2428,16,1,0.971239609,0.971239609
2429,17,1,0.99977133,0.99977133
2430,18,1,0.960170287,0.960170287
2431,19,1,0.855135225,0.855135225
2432,20,1,0.691824111,0.691824111
2433,21,1,0.481366327,0.481366327
2434,22,1,0.238104224,0.238104224
2435,23,1,-0.021384289,0
2436,0,1,-0.279415498,0
2437,1,1,-0.518405003,0
2438,2,1,-0.722066063,0
2439,3,1,-0.876519514,0
2440,4,1,-0.971239609,0
2441,5,1,-0.99977133,0
2442,6,1,-0.960170287,0
2443,7,1,-0.855135225,0
2444,8,1,-0.691824111,0
2445,9,1,-0.481366327,0
2446,10,1,-0.238104224,0
2447,11,1,0.021384289,0.021384289
2448,12,1,0.279415498,0.279415498
2449,13,1,0.518405003,0.518405003
2450,14,1,0.722066063,0.722066063
